일자,브랜드,유형,제목,언론사,링크,요약
2026-07-03,스타벅스,기타 이슈,"배재고 야구부 전원, 6일 광주일고 방문사과…5·18 참배도",news.sbs.co.kr,https://news.sbs.co.kr/news/endPage.do?news_id=N1008640842&plink=ORI&cooper=NAVER,"경기 중 '스타벅스 가야지'라는 응원 구호를 외쳐 파문을 일으킨 서울 배재고 야구부 학생들이 오는 6일 광주일고를 방문해 사과하기로 했습니다. 서울시교육청은 배재고 야구부원 36명 전원과 학부모, 교직원 등 80여..."
2026-07-03,스타벅스,기타 이슈,배재학당 총동창회 탄원서 제출…“선처 호소”,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8601698&ref=A,"'스타벅스 응원 구호'로 물의를 빚은 배재고등학교 야구부가 6개월 전국 대회 출전 금지 징계를 받은 것과 관련해, 배재학당 총동창회가 선처를 호소했습니다. 총동창회는 서울 대한야구소프트볼 협회에 탄원서를 내고 ""한..."
2026-07-03,스타벅스,기타 이슈,"‘5·18 폄훼’ 배재고, 6일 광주일고 방문 사과",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8601697&ref=A,"'스타벅스 응원 구호'로 물의를 빚은 서울 배재고 야구부 학생들이 오는 6일 광주제일고를 방문해 사과하기로 했습니다. 서울시교육청은 배재고 야구부 학생 선수들과 학부모, 교직원 등 약 80명이 오는 6일 오후 3시..."
2026-07-03,스타벅스,기타 이슈,배재고는 어떤 학교?⋯의치한약수 55명ㆍSKY 89명 배출,etoday.co.kr,https://www.etoday.co.kr/news/view/2600131,"지난달 29일 목동야구장에서 열린 제81회 전국고교야구선수권대회에서 배재고 야구부 일부 선수들은 광주제일고 선수들을 향해 ""가야지, 가야지, 스타벅스 가야지""라는 응원 구호를 외쳤고, 일부는 ""탱크데이""를 함께..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"'5·18 조롱 응원' 논란 배재고 야구부, 광주일고 찾아 공식 사과",newdaily.co.kr,https://www.newdaily.co.kr/site/data/html/2026/07/03/2026070300189.html,"당시 일부 선수들은 광주일고를 향해 스타벅스 코리아의 '5·18 탱크데이' 이벤트를 연상시키는 ""스타벅스 가야지"", ""탱크 데이"" 등의 구호를 외친 것으로 알려졌다. 이후 해당 발언이 5·18민주화운동을 희화화하고 광주를..."
2026-07-03,스타벅스,기타 이슈,[기획] 배재고와는 달랐다…'부산' 경남고가 '서울' 휘문고에 날린 센스...,wikitree.co.kr,https://www.wikitree.co.kr/articles/1144618,"이른바 ‘스타벅스 구호’ 논란으로 명명된 이번 사태는 상대 학교의 역사적 배경과 특정 지역을 악의적으로 비하하고 조롱하는 맥락을 담고 있어, 경기장을 찾은 야구팬들은 물론 일반 대중에게까지 깊은 충격과 불쾌감을..."
2026-07-03,스타벅스,기타 이슈,명품 에루샤 옆에 디저트 카페…신세계 강남점 '체류형 백화점' 속도전,newsworks.co.kr,https://www.newsworks.co.kr/news/articleView.html?idxno=846074,"시가총액 기준으로 맥도날드, 스타벅스 다음가는 외식기업 중 하나라 이번 한국 진출은 아시아 진출의 교두보라는 평가를 받고 있다. 이들 브랜드의 잇따른 신세계강남점 진출은 국내 주요 백화점들의 F&B 유치..."
2026-07-03,스타벅스,기타 이슈,"野, 배재고 ‘6개월 출전 정지’에 “가혹한 연좌제적 처벌”",segye.com,https://www.segye.com/newsView/20260703511673?OutUrl=naver,"국민의힘 박상웅 의원은 3일 국회에서 열린 원내대책회의에서 “협회는 경기 중 ‘스타벅스 가자’라는... 발송했다”며 “스타벅스, 일상적 단어마저 정치적 금기어로 만들고 혐오의 굴레를 씌우는 행태는 이재명..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"'스타벅스 가야지' 논란…배재고 총동창회, 후배들 징계에 선처 호소",sidae.com,https://www.sidae.com/article/2026070316163219380,"향해 ""스타벅스 가야지"" 등을 외쳐 논란이 됐다. 배재고 학생들이 사용한 '스타벅스 가야지'라는 표현은 지난 5월 스타벅스코리아가 5·18민주화운동 기념일에 진행한 '탱크데이' 프로모션을 연상시키며 논란이 됐다. 당시..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"배재고 야구부, 6일 광주제일고 사과 방문…5·18묘지도 참배",donga.com,https://www.donga.com/news/Society/article/all/20260703/134231772/1,앞서 지난달 29일 열린 청룡기 전국고교야구선수권대회에서 배재고 야구부 일부 선수들이 “스타벅스 가야지” “탱크 데이” 등 스타벅스코리아의 ‘5·18 탱크데이’ 이벤트를 연상시키는 구호를 외쳐 논란이 됐다....
2026-07-03,스타벅스,기타 이슈,"'5·18 조롱' 서울 배재고 선수들, 6일 민주묘지 '사죄 참배'",newspim.com,https://www.newspim.com/news/view/20260703000651,"""스타벅스 가야지"" 등 조롱성 응원으로 물의를 일으킨 서울 배재고 야구부 학생들이 오는 6일 오후 3시 국립5·18민주묘지를 참배한다. 3일 전남광주통합특별시교육청에 따르면 이번 참배는 지난달 고교야구 전국대회..."
2026-07-03,스타벅스,기타 이슈,이 대통령이 뽑은 정부 인사의 입에서 나온 말 “5·18이 성역 됐다”,wikitree.co.kr,https://www.wikitree.co.kr/articles/1144655,"그는 ""고등학교 야구 라이벌전에서 스타벅스 논란을 경쟁팀 조롱에 활용했다는 학생들의 일탈을 처리하는... 그는 배재고 야구부 선수들의 행위에 대해 ""'5·18 자체'가 아니라 '스타벅스 논란'에 대한 풍자로 이해될 수도..."
2026-07-03,스타벅스,기타 이슈,"스타벅스, '탱크데이' 후폭풍 여전…6월 결제액 208억원 감소",ddaily.co.kr,https://www.ddaily.co.kr/page/view/2026070316301942191,신세계그룹 계열사인 SCK컴퍼니가 운영하는 커피 프랜차이즈 '스타벅스'의 지난달 신용·체크카드 결제 추정액이 한 달 전과 비교해 200억원 넘게 빠져나간 것으로 파악됐다. 같은 기간 스타벅스 모바일...
2026-07-03,스타벅스,기타 이슈,배재고 야구부 전원 6일 광주일고 방문 사과 후 5·18 참배,weekly.khan.co.kr,https://weekly.khan.co.kr/article/202607031645001,"지난달 29일 청룡기 전국고교야구선수권대회에서 ‘스타벅스 가야지’ ‘탱크데이’ 등의 구호로... 가야지, 스타벅스 가야지”, “탱크 데이”라고 외친 사실이 보도되며 시작됐다. 광주일고측은 “적당히 하라”며..."
2026-07-03,스타벅스,기타 이슈,"배재고, 6일 광주 찾아 대면 사과…5·18 묘역 참배·역사교육",newstomato.com,http://www.newstomato.com/ReadNews.aspx?no=1306092&inflow=N,"당시 배재고 일부 학생 선수들이 상대팀인 광주제일고를 향해 ""스타벅스 가야지"" 등의 구호를 외친 것이 알려지면서 논란이 됐습니다. 해당 발언은 '5·18민주화운동 조롱' 행위로 비판받은 스타벅스코리아의 이른바 '5·18..."
2026-07-03,스타벅스,기타 이슈,"국힘 ""배재고 학생에만 가혹"" … 李 대통령 과거 5·18 발언 재소환",newdaily.co.kr,https://www.newdaily.co.kr/site/data/html/2026/07/03/2026070300177.html,"배재고 야구부 일부 학생들이 경기 중 ""스타벅스 가자""는 취지의 구호를 외쳤고, 대한야구소프트볼협회... 박 원내부대표는 해당 징계를 두고 ""대한야구소프트볼협회는 경기 중 '스타벅스 가자'라는 구호를 외쳤다는..."
2026-07-03,스타벅스,기타 이슈,"배재고, 6일 광주일고 사과 방문…5·18 묘지 참배도",yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/MYH20260703163538Ukh,"고등학교 야구 경기 도중 ""스타벅스 가야지"" 등의 응원 구호를 외쳐 논란을 빚은 배재고등학교 야구부가... 앞서 배재고 야구부 학생들은 지난달 29일 열린 경기 도중 ""스타벅스 가야지"", ""탱크데이"" 등의 응원 구호를 외쳐..."
2026-07-03,스타벅스,기타 이슈,"'스타벅스 응원' 배재고 야구부, 광주일고 방문 공식 사과한다…5·18민...",kado.net,https://www.kado.net/news/articleView.html?idxno=2059349,"당시 배재고 야구부 일부 선수들이 상대 더그아웃을 향해 ""스타벅스 가야지"", ""탱크 데이"" 등의 구호를 외친 사실이 알려지며 거센 공분을 샀다. 이는 최근 스타벅스 코리아가 5·18 민주화운동 기념일에 맞춰 진행한..."
2026-07-03,스타벅스,기타 이슈,교육청 “민주·인권교육 강화 지속”…배재고·광주제일고 5·18 참배,kukinews.com,https://www.kukinews.com/article/view/kuk202607030111,"지난달 29일 서울 목동야구장에서 열린 제81회 청룡기 전국고교야구선수권대회 광주일고와 배재고의 경기 도중 배재고 야구부 일부 학생들이 광주일고 더그아웃을 향해 “스타벅스 가야지”, “탱크데이” 등 5·18..."
2026-07-03,스타벅스,기타 이슈,"집권 여당이 부추기는 '배재고' 논란…국민의힘 ""李 분열 정치가 빚어낸...",dailian.co.kr,https://www.dailian.co.kr/news/view/1663264/?sc=Naver,"김민전 의원은 ""'스타벅스 가자'고 하는 말이 언제부터 혐오의 언어였는지 묻지 않을 수 없다""며 ""이 대통령이 6·3 지방선거를 앞두고 갈라치기 프레임을 걸지 않았다면 이런 문제는 발생하지 않았을 것""이라고 책임론을..."
2026-07-03,스타벅스,기타 이슈,교복 대신 사복 입고 등교하는 배재고 학생들…이유는?,kmib.co.kr,https://www.kmib.co.kr/article/view.asp?arcid=0030060042&code=61121111&cp=nv,"교육청 점검 결과, 지난달 29일 서울 목동구장에서 열린 청룡기 전국고교야구선수권대회 배재고와 광주제일고 경기에서 배재고 2학년 A군이 “스타벅스 가야지”를 선창했고 주변 학생들이 이에 동조해 따라 외쳤다. 이어..."
2026-07-03,스타벅스,기타 이슈,스타벅스 결제액 한 달 새 200억 원 넘게 감소,obsnews.co.kr,https://www.obsnews.co.kr/news/articleView.html?idxno=1529492,스타벅스의 지난달 카드 추정 결제금액이 전달보다 200억원 넘게 감소한 것으로 나타났습니다. AI 데이터... 스타벅스 앱 월간 사용자 수도 한 달 새 113만명가량 줄었습니다. 앞서 스타벅스코리아는 5·18 민주화운동...
2026-07-03,스타벅스,기타 이슈,서울교육청 “배재고 학생 징계 먼저…교장 등 관리책임은 그 뒤 검토”,hani.co.kr,https://www.hani.co.kr/arti/society/schooling/1266638.html,"학생들이 “스타벅스 가야지”, “탱크데이” 등의 구호를 외치면서 불거졌다. 한 달 전 스타벅스코리아의 ‘5·18 탱크데이’ 마케팅을 연상시키는 지역 혐오성 구호를 외친 것이다. 이에 대한야구소프트볼협회(KBSA)는..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"5·18 비하 논란 배재고 야구부, 전원 광주 방문 사과 결정",mdtoday.co.kr,https://www.mdtoday.co.kr/news/articleView.html?idxno=603618,"가야지, 스타벅스 가야지""라는 구호를 외쳤다. 이 중 한 학생은 ""탱크 데이""라고 크게 소리치기도 했다. 해당 구호는 스타벅스 코리아가 5·18민주화운동 기념일에 맞춰 텀블러 할인 이벤트를 진행하며 '5·18 탱크데이..."
2026-07-03,스타벅스,기타 이슈,"정근식 교육감, 배재고 야구부 사태에 입장 발표 ""광주제일고 선수·시...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16122611,"이날 배재고 야구부 선수들은 경기 중 광주제일고 선수들에게 ""스타벅스 가야지""라는 지역 비하 구호를 외쳤다. 이에 광주제일고는 심판진을 통해 즉시 항의했고, 심판은 배재고 측에 주의를 줬다. 이후 배재고 측은 공식..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"한정수, 배재고 5·18 조롱 논란에 일침 “일베, 완전히 제거해야”",mk.co.kr,https://www.mk.co.kr/article/12089956,"당시 배재고 선수들은 광주일고를 상대로 “가야지, 가야지, 스타벅스 가야지”라는 구호를 외쳤고, 이는 최근 논란이 된 스타벅스의 ‘5·18 탱크데이’ 이벤트를 연상시킨다는 지적과 함께 5·18 민주화운동 조롱..."
2026-07-03,스타벅스,기타 이슈,[퇴근길 7분 뉴스] 홈플러스·롤러코스피·삼성전자·테슬라,news.dealsitetv.com,https://news.dealsitetv.com/articles/172830,"◇'탱크데이' 후폭풍 한달…스타벅스 결제액 208억 빠졌다 스타벅스의 지난 5월 '탱크데이' 논란 이후 6월 신용·체크카드 추정 결제금액이 1003억9000만원으로, 전월 대비 208억원 감소해 8개월 만에 최저치를..."
2026-07-03,스타벅스,기타 이슈,"배재고 야구부, 6일 광주일고 찾아 직접 사과한다",wowtv.co.kr,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202607030408&t=NN,"'스타벅스 가야지' 응원 구호로 파문을 빚은 서울 배재고 야구부가 오는 6일 광주제일고를 직접 찾아 고개를... 가야지, 스타벅스 가야지""라는 구호를 외쳤고, 이 중 한 학생은 ""탱크 데이""라고 크게 소리치기도 했다. 최근..."
2026-07-03,스타벅스,기타 이슈,"배재고 학생들, 당분간 사복 입는다...민주당 ""인간이라면 5·18 폄훼 안...",pennmike.com,https://www.pennmike.com/news/articleView.html?idxno=123119,더불어민주당이 청룡기 전국고교야구선수권대회에서 광주제일고 선수들을 향해 '스타벅스 가야지'라는 구호를 외친 서울 배재고 선수들에 대한 징계 수위가 과도하다는 비판을 일축했다. 배재고는 학생들의 안전을...
2026-07-03,스타벅스,기타 이슈,"스타벅스, 결제액 한달새 200억원 감소…5·18 탱크데이 여파",it.chosun.com,https://it.chosun.com/news/articleView.html?idxno=2023092165131,스타벅스의 6월 카드 결제 추정액이 한 달 만에 200억원 넘게 감소한 것으로 나타났다. 같은 기간 앱... 3일 AI 데이터 테크기업 아이지에이웍스의 모바일인덱스에 따르면 스타벅스의 지난 6월 신용·체크카드 추정...
2026-07-03,스타벅스,기타 이슈,"배재고 야구부 전원, 6일 광주일고 방문사과…5·18 참배도",news.sbs.co.kr,https://news.sbs.co.kr/news/endPage.do?news_id=N1008640820&plink=ORI&cooper=NAVER,▲ 배재고 사태 관련 긴급 브리핑하는 김허중 서울시교육청 체육건강예술교육과장 경기 중 '스타벅스 가야지'라는 응원 구호를 외쳐 파문을 일으킨 서울 배재고 야구부 학생들이 오는 6일 광주일고를 방문해 사과하기로...
2026-07-03,스타벅스,기타 이슈,결국 고개숙인 배재고 야구부…6일 광주일고 찾아 사과 후 5·18 민주묘지...,munhwa.com,https://www.munhwa.com/article/11600167?ref=naver,"이번 논란은 배재고 야구부 학생 선수 일부가 지난달 29일 목동구장에서 광주일고와 경기 중 상대 더그아웃을 향해 “가야지, 스타벅스 가야지”, “탱크 데이”라고 외친 사실이 보도되며 불거졌다. 스타벅스 코리아가 5..."
2026-07-03,스타벅스,기타 이슈,"배재고, 6일 광주일고 찾아 사과…5·18묘지 함께 참배(종합)",nocutnews.co.kr,https://www.nocutnews.co.kr/news/6542852?utm_source=naver&utm_medium=article&utm_campaign=20260703041410,"도중 '스타벅스 응원 논란'을 일으킨 서울 배재고 야구부 학생 전원이 오는 6일 광주제일고(광주일고)를... A군이 '스타벅스 가야지'라고 선창하자 다른 학생들이 따라 외쳤고, B군은 '탱크데이'라고 외쳤다. 배재고는..."
2026-07-03,스타벅스,기타 이슈,"배재고, '6개월 정지' 처분 번복 가능성은?…일주일 내 '재심의' 신청",news1.kr,https://www.news1.kr/society/general-society/6217301,"""스타벅스 가야지"", ""탱크데이""를 외치며 5·18 민주화운동을 조롱하는 응원을 벌인 배재고 야구부가 전국대회... 가야지, 스타벅스 가야지""로 개사해 반복적으로 불러 논란이 커졌다. 이 과정에서 한 학생은 ""탱크데이""라고..."
2026-07-03,스타벅스,기타 이슈,"'5·18 조롱 논란' 배재고 야구부, 총동창회까지 나서 선처 호소... ""성장...",insight.co.kr,https://www.insight.co.kr/news/561450,"앞서 배재고 재학생 A군은 지난달 29일 서울 양천구 목동야구장에서 열린 청룡기 전국고교야구선수권대회에서 광주제일고와의 경기 중 상대 더그아웃을 향해 ""스타벅스 가야지"" 등의 구호를 선창했다. 이어 ""탱크데이..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"한정수 ""나라 망치는 일베, 완전히 제거해야""",osen.co.kr,http://www.osen.co.kr/article/G1112833263,"가야지, 스타벅스 가야지""라는 구호를 외쳐 파문이 일었다. 해당 구호는 단순한 응원이 아닌, 최근 5·18 광주민주화운동 왜곡 및 폄하 논란으로 거센 비판을 받았던 스타벅스 코리아의 특정 마케팅 이벤트를..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,[기고] 우리는 왜 배재고 사태를 '청소년 일탈'로 넘길 수 없는가,newsworks.co.kr,https://www.newsworks.co.kr/news/articleView.html?idxno=846065,"배재고 야구부가 광주제일고를 상대로 ""스타벅스 가야지"", ""탱크데이""를 외친 장면이 알려지면서 파장이 커지고 있다. 이 구호는 5·18 민주화운동 기념일에 스타벅스코리아가 '탱크데이' 이벤트를 열어 극우 커뮤니티에서..."
2026-07-03,스타벅스,기타 이슈,"[이슈 60초] 스타벅스 탱크데이 '조롱 논란' 배재고 ""광주 찾아 전격 사...",youthdaily.co.kr,https://www.youthdaily.co.kr/news/article.html?no=222267,"경기 중 지역 비하성 단체 응원으로 거센 비난을 받았던 배재고등학교 야구부 학생들이 결국 광주를 찾아 직접 사과하기로 했습니다. 배재고 야구부 선수들과 지도자, 학부모 등 80여 명이 오는 6일 광주제일고를 전격..."
2026-07-03,스타벅스,기타 이슈,"'소년범 조진웅' 옹호한 류근 ""배재고 용서? 광주 죽음 떼창, 어른답게...",news1.kr,https://www.news1.kr/society/general-society/6217220,"배재고 야구부 학생들은 지난 29일 제81회 청룡기 전국 고교야구선수권대회 주말리그 왕중왕전 경기에서 광주제일고(광주일고) 선수들을 향해 ""스타벅스 가야지"", ""탱크데이"" 등 구호를 반복해 외쳤다. 단순히 상대 팀을..."
2026-07-03,스타벅스,굿즈/MD,"""배재고 사건의 진범"" 한정수, 일베식 역사 왜곡·조롱 문화 재차 비판...",mhnse.com,https://mhnse.com/news/articleView.html?idxno=1450818,"앞서 지난달 29일 열린 배재고와 광주제일고의 고교야구 경기에서 일부 배재고 선수들은 ""스타벅스 가야지"", ""탱크데이"" 등 다소 혐오 표현이 있는 응원 구호를 사용해 논란에 휩싸였다. 이를 두고 5·18 민주화 운동을..."
2026-07-03,스타벅스,기타 이슈,"배재고, 6일 광주일고 방문 사과-5·18민주묘지 참배 및 역사 교육",mediafine.co.kr,https://www.mediafine.co.kr/news/articleView.html?idxno=82558,"당시 배재고 일부 학생선수들이 상대 팀인 광주제일고 더그아웃을 향해 특정 구호를 반복적으로 외쳤고, 이는 최근 불거진 스타벅스코리아의 이른바 '5·18 탱크데이' 논란을 연상시키는 표현으로 해석되면서 지역 비하 및..."
2026-07-03,스타벅스,기타 이슈,"계속되는 '탱크데이' 여진.. 스타벅스, 매출·앱 이용자 '동반 하락'",jibs.co.kr,https://www.jibs.co.kr/news/articles/articlesDetail/63106?feed=na,"치른 스타벅스 코리아가 소비자들의 외면을 받으며 실적과 이용자 수 면에서 뚜렷한 하락세를 보였습니다. 오늘(3일) AI 데이터 테크 기업 아이지에이웍스의 모바일인덱스 분석 결과에 따르면, 지난 6월 스타벅스..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"광주제일고, ""스타벅스 가야지"" 조롱한 배재고 사과 받기로…6일 만남",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16122545,"하지만 이날 대회 중 배재고 야구부 소속 학생들이 광주일고 선수들을 향해 ""스타벅스 가야지""라고 지난달 논란이 된 스타벅스의 5·18 탱크데이 이벤트 논란을 떠올리게 하는 발언으로 비판을 받았다. 배재고 측은 지난달..."
2026-07-03,스타벅스,기타 이슈,"배재고 야구부 전원, 6일 광주일고 방문사과…5·18 참배도(종합2보)",yna.co.kr,https://www.yna.co.kr/view/AKR20260703084652054?input=1195m,"중 '스타벅스 가야지'라는 응원 구호를 외쳐 파문을 일으킨 서울 배재고 야구부 학생들이 오는 6일... 가야지, 스타벅스 가야지"", ""탱크 데이""라고 외친 사실이 보도되며 시작됐다. 최근 스타벅스 코리아가 5·18민주화운동..."
2026-07-03,스타벅스,기타 이슈,"'5·18 비하 논란' 배재고 야구부, 광주일고 직접 찾아가 고개 숙인다",ajunews.com,https://www.ajunews.com/view/20260703155007304,"앞서 지난달 29일 목동야구장에서 열린 청룡기 전국고교야구선수권대회 1차전 8회 초, 배재고 덕아웃의 일부 학생들이 상대 팀인 광주일고를 향해 ‘스타벅스 가야지’, ‘탱크데이’ 등 5·18을 조롱하는 구호를 선창해..."
2026-07-03,스타벅스,기타 이슈,"‘스타벅스 가야지’ 파문…배재고 야구부, 6일 광주일고 찾아 공식 사...",mk.co.kr,https://www.mk.co.kr/article/12089933,"‘스타벅스 가야지’라는 응원 구호로 5·18 민주화운동을 희화화했다는 논란을 빚은 서울 배재고 야구부가... 당시 배재고 야구부 일부 학생 선수들은 광주제일고 더그아웃을 향해 “가야지, 가야지, 스타벅스 가야지”를..."
2026-07-03,스타벅스,기타 이슈,"""한쪽은 결혼식장, 한쪽은 장례식장""…배재고 앞에 펼쳐진 '진영 대결'",news1.kr,https://www.news1.kr/society/incident-accident/6217036,"논란은 지난달 29일 배재고 야구부 일부 선수들이 제81회 청룡기 전국고교야구선수권대회 광주제일고와의 경기에서 '스타벅스 가야지', '탱크데이' 등 지역 비하성 응원 구호를 외친 데서 비롯됐다. 이후 학교와 야구부를..."
2026-07-03,스타벅스,기타 이슈,[기자수첩] 배재고 '스벅 가야지' 논란...아이들은 어른의 거울,joseilbo.com,http://www.joseilbo.com/news/news_read.php?uid=571259&class=32&grp=,최근 배재고 야구부 소속 일부 학생들의 이른바 '스타벅스 응원'이 논란이다. 대한야구소프트볼협회는 긴급 스포츠공정위원회를 열고 '스포츠 정신에 반하고 경기장 질서를 문란하게 한 사안'으로 판단해 배재고...
2026-07-03,스타벅스,기타 이슈,"""잘못했지만 6개월 징계는 과해""…배재고 사태 향한 고교 야구 감독들의...",ilyo.co.kr,https://ilyo.co.kr/?ac=article_view&entry_id=511727,"배재고 야구부의 ‘스타벅스 응원 구호’ 사태가 좀처럼 가라앉지 않고 있다. 고교 야구 경기 중 벌어진 일이... 가야지, 스타벅스 가야지”를 외쳤고, 이후 “탱크데이”라는 구호도 반복했다. 배재고 선수단은 “가야지..."
2026-07-03,스타벅스,기타 이슈,‘스타벅스 구호’ 정치권 공방…민주 “5·18 폄훼 안 돼” VS 국힘 “...,segye.com,https://www.segye.com/newsView/20260703510297?OutUrl=naver,"민주 “진보 보수 떠나 그러면 안 돼"" 국힘 “출전 정지는 집단적 연좌제"" ‘스타벅스 구호’로 논란을 빚은... 그러면서 반성과 사과 등 재발 방지 교육이 선행되어야 한다고 강조하며 “어른들의 스타벅스 광고 문제는..."
2026-07-03,스타벅스,기타 이슈,"“죄송합니다”…배재고 야구부 전원, 6일 광주 찾아 머리 숙인다",nongmin.com,https://www.nongmin.com/article/20260703500408,당시 일부 학생들은 ‘스타벅스 가야지’ ‘탱크데이’ 등의 구호를 외친 것으로 알려져 논란이 일었다. 시교육청 관계자는 “교장·교직원·지도자·야구부선수전원 등이 함께 광주를 방문할 예정”이라며 “화해의...
2026-07-03,스타벅스,기타 이슈,"[막전막후] 전광석화처럼 배재고 '6개월 출전정지' 결정한 KBSA…""정권 눈...",pennmike.com,https://www.pennmike.com/news/articleView.html?idxno=123117,"배재고 선수 일부가 광주제일고와의 경기 도중 외친 ""스타벅스 가야지"", ""탱크데이"" 구호가 부적절했다는... 스타벅스 논란 이후 형성된 정치적 분위기와 떼어놓고 보기 어렵다. 이재명 대통령은 지난 5월 스타벅스..."
2026-07-03,스타벅스,기타 이슈,스타벅스 결제액 한 달 새 200억원 이상 감소,newscj.com,https://www.newscj.com/news/articleView.html?idxno=3414277,"'탱크데이' 논란 이후 스타벅스코리아의 소비 지표가 지난달 하락한 것으로 나타났다. 스타벅스의 신용·체크카드 추정 결제금액은 전월인 5월보다 200억원 이상 감소했으며, 애플리케이션(앱) 월간 사용자 수..."
2026-07-03,스타벅스,굿즈/MD,"""일베 완전히 제거해야"" 한정수, 배재고 논란에 또 소신 발언…""멸시와...",tenasia.co.kr,https://www.tenasia.co.kr/article/2026070344794,"배재고 선수들은 광주제일고 더그아웃을 향해 ""가야지, 가야지, 스타벅스 가야지""를 반복해 외쳤다. 이를 두고 최근 불거진 스타벅스 코리아의 '5·18 탱크데이' 논란을 연상시키는 조롱성 응원이라는 비판이 제기됐다."
2026-07-03,스타벅스,기타 이슈,"배재고, 6일 광주일고 방문사과…5·18묘역 참배(종합)",newsis.com,https://www.newsis.com/view/NISX20260703_0003695207,"이현주 정예빈 기자 = 전국 고교야구 대회 도중 광주제일고등학교(광주일고)를 향해 ""스타벅스 가야지""라는... 가야지, 스타벅스 가야지""라는 구호를 반복해서 외쳤다. 해당 구호는 지난달 불거진 스타벅스 코리아의..."
2026-07-03,스타벅스,기타 이슈,"""불매 영향?""…스타벅스, 탱크데이 논란에 6월 결제액 200억 원 감소",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16122583,스타벅스의 지난달 신용·체크카드 추정 결제금액이 전달보다 200억 원 이상 감소한 것으로 나타났다. 스타벅스 앱 월간 사용자 수도 한 달 만에 113만 명가량 줄어든 것으로 집계됐다. 3일 AI 데이터 테크 기업...
2026-07-03,스타벅스,혜택/프로모션/이벤트,[포토] '스타벅스 구호 논란' 휩싸인 배재고,newscj.com,https://www.newscj.com/news/articleView.html?idxno=3414284,"향해 ""스타벅스 가야지""라고 외쳤다. 이는 스타벅스 코리아의 이른바 '5.18 탱크데이' 이벤트 논란을 연상케 하는 조롱성 구호로 큰 논란을 불렀다. 이와 관련해 대한야구소프트볼협회(KBSA)는 배재고 야구부에 6개월 출전..."
2026-07-03,스타벅스,기타 이슈,"배재고 교장 등 80여명, 6일 광주 사과 방문…5·18 민주묘지 참배도",seoul.co.kr,https://www.seoul.co.kr/news/society/education-news/2026/07/03/20260703500192?wlog_tag3=naver,"‘스타벅스 가야지’ 구호로 논란을 일으킨 배재고 야구부 학생 및 관계자들이 오는 6일 광주를 찾아... 앞서 배재고 야구부 학생들은 지난달 29일 청룡기 전국고교야구대회 경기 중 ‘스타벅스 가야지’, ‘탱크데이’..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,[포토] 야구부 응원 화환 놓인 배재고,newscj.com,https://www.newscj.com/news/articleView.html?idxno=3414283,"향해 ""스타벅스 가야지""라고 외쳤다. 이는 스타벅스 코리아의 이른바 '5.18 탱크데이' 이벤트 논란을 연상케 하는 조롱성 구호로 큰 논란을 불렀다. 이와 관련해 대한야구소프트볼협회(KBSA)는 배재고 야구부에 6개월 출전..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"'5·18 조롱' 배재고 야구부, 6일 광주 찾아 공식 사과",sidae.com,https://www.sidae.com/article/2026070315304458968,"가야지, 스타벅스 가야지"", ""탱크데이""라는 구호를 반복해 외쳤다. 해당 구호는 스타벅스 코리아의 '5·18 탱크데이' 이벤트 논란을 떠올리게 하는 조롱성 발언으로 해석되며 지역 비하라는 비판을 받았다. 논란이 확산하자..."
2026-07-03,스타벅스,혜택/프로모션/이벤트,"배재고, 6일 광주일고에 사과하고 5·18 묘역 참배…교육청 접수 민원 9...",joongang.co.kr,https://www.joongang.co.kr/article/25442237,경기에서 “스타벅스 가야지”라고 선창했고 주변 학생들은 이에 동조했다. 이중 한 학생은 “탱크데이”라는 구호를 외쳤다. 최근 스타벅스코리아가 5·18 민주화운동 기념일에 ‘탱크데이’로 이름 붙인 텀블러 할인...
2026-07-03,스타벅스,혜택/프로모션/이벤트,"광주제일고, 배재고 사과 받아줬다… 5·18 묘지 공동 참배하기로",fnnews.com,http://www.fnnews.com/news/202607031453507701,"배재고 야구부 선수들 사이에서 상대 더그아웃을 향해 ""가야지, 가야지, 스타벅스 가야지""라는 연호와 ""탱크데이""라는 외침이 나왔고, 이는 앞서 논란이 된 스타벅스 코리아의 '5·18 탱크데이' 이벤트를 연상시킨다는..."
